run_id,matrix,policy,scene_id,seed,adapter_config,status,attempted,completed,blocked,failure_layer,failure_code,detail,claim_valid,expected_layer,observed_layer,expected_code,observed_code,detected,correctly_localized,service_survived,late_message_count
semantic_ablation_route_following_clipgt-01d503d4-449b-46fc-8d78-9085e70d3554_17_full_contract,semantic_ablation,route_following,clipgt-01d503d4-449b-46fc-8d78-9085e70d3554,17,full_contract,completed,true,true,false,,,Closed-loop launch already completed; reused by --resume.,false,,,,,,,,
semantic_ablation_route_following_clipgt-01d503d4-449b-46fc-8d78-9085e70d3554_17_command_only_route,semantic_ablation,route_following,clipgt-01d503d4-449b-46fc-8d78-9085e70d3554,17,command_only_route,completed,true,true,false,,,Closed-loop launch already completed; reused by --resume.,false,,,,,,,,
semantic_ablation_route_following_clipgt-01d503d4-449b-46fc-8d78-9085e70d3554_29_full_contract,semantic_ablation,route_following,clipgt-01d503d4-449b-46fc-8d78-9085e70d3554,29,full_contract,completed,true,true,false,,,Closed-loop launch already completed; reused by --resume.,false,,,,,,,,
semantic_ablation_route_following_clipgt-01d503d4-449b-46fc-8d78-9085e70d3554_29_command_only_route,semantic_ablation,route_following,clipgt-01d503d4-449b-46fc-8d78-9085e70d3554,29,command_only_route,completed,true,true,false,,,Closed-loop launch already completed; reused by --resume.,false,,,,,,,,
semantic_ablation_route_following_clipgt-01d503d4-449b-46fc-8d78-9085e70d3554_43_full_contract,semantic_ablation,route_following,clipgt-01d503d4-449b-46fc-8d78-9085e70d3554,43,full_contract,completed,true,true,false,,,Closed-loop launch already completed; reused by --resume.,false,,,,,,,,
semantic_ablation_route_following_clipgt-01d503d4-449b-46fc-8d78-9085e70d3554_43_command_only_route,semantic_ablation,route_following,clipgt-01d503d4-449b-46fc-8d78-9085e70d3554,43,command_only_route,completed,true,true,false,,,Closed-loop launch already completed; reused by --resume.,false,,,,,,,,
semantic_ablation_route_following_clipgt-02e075b9-fd24-426b-971b-7cfcb2074cc9_17_full_contract,semantic_ablation,route_following,clipgt-02e075b9-fd24-426b-971b-7cfcb2074cc9,17,full_contract,completed,true,true,false,,,Closed-loop launch already completed; reused by --resume.,false,,,,,,,,
semantic_ablation_route_following_clipgt-02e075b9-fd24-426b-971b-7cfcb2074cc9_17_command_only_route,semantic_ablation,route_following,clipgt-02e075b9-fd24-426b-971b-7cfcb2074cc9,17,command_only_route,completed,true,true,false,,,Closed-loop launch already completed; reused by --resume.,false,,,,,,,,
semantic_ablation_route_following_clipgt-02e075b9-fd24-426b-971b-7cfcb2074cc9_29_full_contract,semantic_ablation,route_following,clipgt-02e075b9-fd24-426b-971b-7cfcb2074cc9,29,full_contract,completed,true,true,false,,,Closed-loop launch already completed; reused by --resume.,false,,,,,,,,
semantic_ablation_route_following_clipgt-02e075b9-fd24-426b-971b-7cfcb2074cc9_29_command_only_route,semantic_ablation,route_following,clipgt-02e075b9-fd24-426b-971b-7cfcb2074cc9,29,command_only_route,completed,true,true,false,,,Closed-loop launch already completed; reused by --resume.,false,,,,,,,,
semantic_ablation_route_following_clipgt-02e075b9-fd24-426b-971b-7cfcb2074cc9_43_full_contract,semantic_ablation,route_following,clipgt-02e075b9-fd24-426b-971b-7cfcb2074cc9,43,full_contract,completed,true,true,false,,,Closed-loop launch already completed; reused by --resume.,false,,,,,,,,
semantic_ablation_route_following_clipgt-02e075b9-fd24-426b-971b-7cfcb2074cc9_43_command_only_route,semantic_ablation,route_following,clipgt-02e075b9-fd24-426b-971b-7cfcb2074cc9,43,command_only_route,completed,true,true,false,,,Closed-loop launch already completed; reused by --resume.,false,,,,,,,,
semantic_ablation_route_following_clipgt-048b974e-1546-488a-b8f9-d32bff77f5aa_17_full_contract,semantic_ablation,route_following,clipgt-048b974e-1546-488a-b8f9-d32bff77f5aa,17,full_contract,completed,true,true,false,,,Closed-loop launch already completed; reused by --resume.,false,,,,,,,,
semantic_ablation_route_following_clipgt-048b974e-1546-488a-b8f9-d32bff77f5aa_17_command_only_route,semantic_ablation,route_following,clipgt-048b974e-1546-488a-b8f9-d32bff77f5aa,17,command_only_route,completed,true,true,false,,,Closed-loop launch already completed; reused by --resume.,false,,,,,,,,
semantic_ablation_route_following_clipgt-048b974e-1546-488a-b8f9-d32bff77f5aa_29_full_contract,semantic_ablation,route_following,clipgt-048b974e-1546-488a-b8f9-d32bff77f5aa,29,full_contract,completed,true,true,false,,,Closed-loop launch already completed; reused by --resume.,false,,,,,,,,
semantic_ablation_route_following_clipgt-048b974e-1546-488a-b8f9-d32bff77f5aa_29_command_only_route,semantic_ablation,route_following,clipgt-048b974e-1546-488a-b8f9-d32bff77f5aa,29,command_only_route,completed,true,true,false,,,Closed-loop launch already completed; reused by --resume.,false,,,,,,,,
semantic_ablation_route_following_clipgt-048b974e-1546-488a-b8f9-d32bff77f5aa_43_full_contract,semantic_ablation,route_following,clipgt-048b974e-1546-488a-b8f9-d32bff77f5aa,43,full_contract,completed,true,true,false,,,Closed-loop launch already completed; reused by --resume.,false,,,,,,,,
semantic_ablation_route_following_clipgt-048b974e-1546-488a-b8f9-d32bff77f5aa_43_command_only_route,semantic_ablation,route_following,clipgt-048b974e-1546-488a-b8f9-d32bff77f5aa,43,command_only_route,completed,true,true,false,,,Closed-loop launch already completed; reused by --resume.,false,,,,,,,,
